Leading.proteins.Positions.within.proteins;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d5_01;log2 N2_d5_02;log2  N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value N2_d15_N2_d5; Student's T-test q-value N2_d15_N2_d5; Student's T-test Difference N2_d15_N2_d5;Student's T-test Test statistic N2_d15_N2_d5;Sign p-val: 0.05 
Q17624(363);26,4395;24,5517;25,5504;25,7174;21,5169;20,2896;21,4739;21,7112;3,84761;0,000384615;4,31681;8,53281;+
Q17624(254);22,989;24,5385;23,1191;24,5969;21,4849;21,7484;21,3865;21,7413;2,59466;0,00135805;2,22063;4,96364;+
Q17624(365);20,4185;19,0324;19,6291;21,9538;21,7897;20,8552;21,4305;20,2185;0,521758;0,175139;-0,815001;-1,13216;
Q17624(495);24,3203;25,0744;24,1845;25,6499;21,9078;21,3863;21,0527;19,7627;3,24288;0,000512821;3,77989;6,62146;+
Q17644(166);21,1174;20,8486;19,3571;19,6293;24,7218;24,8361;24,2347;24,3893;4,0798;0;-4,30738;-9,38235;+
Q17649(213);17,7151;20,9012;20,8021;19,858;20,5672;21,4799;20,5198;21,6896;0,768321;0,0864388;-1,245;-1,55698;
Q17649(225);24,1845;23,942;21,7326;25,1921;23,3292;23,976;23,8416;24,0884;0,0209217;0,931727;-0,0459838;-0,0614876;
Q17649(228);18,9756;20,2307;21,6895;19,2009;20,8084;20,8386;20,5752;21,8637;0,712339;0,101438;-0,997313;-1,46245;
Q17663(472);19,1915;19,2997;19,6569;19,8615;21,4706;20,9539;20,1771;20,2015;1,85109;0,00718415;-1,19837;-3,42309;+
Q17663(511);23,1396;24,4309;27,0594;23,3491;20,8353;19,7321;21,2232;19,5389;2,24685;0,00346118;4,16235;4,2034;+
Q17693(560);21,5695;21,3251;19,556;20,4845;20,5131;20,8863;20,9645;21,1939;0,121723;0,6453;-0,155652;-0,32589;
Q17698(147);23,2249;21,6715;26,999;23,4325;26,5275;26,9999;26,3402;26,861;1,33689;0,0222453;-2,85015;-2,50784;+
Q17698(84);19,6891;19,663;19,4901;20,2445;26,5765;26,6157;25,8323;27,1276;6,19521;0;-6,76638;-21,6271;+
Q17698(106);18,4588;19,9591;20,4782;20,9909;21,3252;20,7575;20,1872;20,8073;0,64222;0,124164;-0,797565;-1,34275;
Q17698(129);21,8985;19,0675;20,0455;18,1099;21,6465;20,406;21,1837;20,6347;0,668243;0,11479;-1,18736;-1,38737;
Q17698(107);20,532;20,0433;19,4282;19,0891;21,6775;21,6197;21,0708;21,6663;2,57564;0,0015155;-1,73543;-4,92;+
Q17698(81);20,1858;21,8565;21,3033;19,3282;21,7622;21,336;21,1838;21,1751;0,556989;0,157929;-0,695791;-1,19455;
Q17698(71);20,3783;19,3226;20,0064;19,0255;21,5315;20,4684;20,6106;21,803;1,69258;0,00985255;-1,42019;-3,13109;+
Q17740(580);19,6146;20,1563;20,5977;21,0554;22,819;21,7557;21,4776;22,5084;2,17599;0,00391421;-1,78419;-4,05766;+
Q17763(17);23,2889;23,0766;24,6091;23,6788;21,9508;20,8767;20,9619;21,6488;2,769;0,00103548;2,30379;5,37597;+
Q17770(440);21,417;18,9107;21,1949;18,832;20,8471;20,6691;21,5061;20,5806;0,506556;0,183289;-0,812047;-1,105;
Q17770(215);18,3378;19,1267;18,5087;19,33;25,9532;24,3774;24,0211;24,3742;4,6635;0;-5,85565;-11,8631;+
Q17796(204);25,275;25,1551;24,1064;22,0411;25,5909;25,5003;25,6421;26,0847;1,06622;0,0415588;-1,56011;-2,05322;+
Q17796(228);27,241;24,3549;25,0244;25,3573;26,3865;26,494;26,868;26,87;0,93704;0,0552541;-1,16021;-1,83861;
Q17796(229);19,5823;20,9061;20,5863;20,4493;25,9717;26,1714;25,5531;25,8428;5,67839;0;-5,50376;-17,6877;+
Q17796(97);25,8637;25,8836;26,2681;25,9695;26,8826;26,4288;27,2152;26,3716;1,78783;0,00810652;-0,728293;-3,30533;+
Q17827(8);19,0251;21,1186;17,8595;18,7025;21,9519;21,5698;21,1516;21,1801;1,72301;0,00928717;-2,28692;-3,18636;+
Q17827(16);21,1829;19,645;18,5395;21,4033;21,5529;20,9127;19,803;21,6809;0,44477;0,221087;-0,794717;-0,992868;
Q17832(409);19,2169;19,1205;20,4174;18,9867;22,4399;21,4648;23,1911;22,5568;3,06189;0,000639456;-2,97779;-6,12261;+
Q17832(153);21,3618;21,045;19,2681;19,5216;20,9371;21,0724;20,9683;20,1854;0,377954;0,271446;-0,491667;-0,867833;
Q17832(509);20,2645;21,4904;18,5707;20,9653;20,465;20,8453;21,286;20,8164;0,346186;0,300352;-0,530455;-0,806699;
Q86GU1(123);26,0166;26,6174;25,2403;26,2851;27,6594;28,1105;25,6261;27,4661;0,970794;0,0513568;-1,17568;-1,89468;
Q86GU1(135);18,9787;20,0837;20,0554;20,2292;25,5546;25,1737;25,316;25,6756;5,72898;0;-5,59322;-18,0402;+
Q86GU1(142);20,8427;20,2978;20,8656;21,0174;27,6157;27,331;26,436;27,9946;5,71388;0;-6,58843;-17,9343;+
Q86GU1(39);26,019;25,028;23,8666;23,2871;20,9056;21,5705;20,7219;21,1434;2,79903;0,00106486;3,46484;5,44929;+
Q86GU1(117);24,9876;25,6214;23,0927;22,8291;26,4961;27,5453;25,5187;25,2223;1,25911;0,0268131;-2,06287;-2,37601;+
Q17868(80);19,2388;20,3678;19,6373;20,2792;21,3061;20,5605;21,526;20,8438;1,83869;0,00735474;-1,17831;-3,39988;+
Q17941(413);23,9937;23,9895;23,7469;24,701;21,9041;21,6989;19,6952;20,576;2,88317;0,000972344;3,13925;5,65857;+
Q17963(129);19,9215;21,8824;20,1177;19,7042;21,6985;21,6021;21,0165;21,6195;1,06984;0,0412708;-1,07773;-2,05925;+
Q17967(80);17,7934;21,0569;20,6961;18,3401;26,8358;27,9267;26,8404;27,6687;3,9854;0,000436681;-7,8463;-9,02838;+
Q18012(48);18,8639;21,0406;20,7972;20,2331;22,864;22,5852;21,8622;23,4958;2,22674;0,00364673;-2,46806;-4,16175;+
Q18026(35);20,5234;20,5618;19,8297;19,5237;20,6365;21,538;21,1264;21,4213;1,77209;0,00820292;-1,07093;-3,27627;+
Q18034(203);20,4811;17,888;19,9277;18,6617;21,9083;23,1052;22,5156;22,6383;2,68114;0,00115545;-3,3022;-5,16536;+
Q18034(179);28,2286;28,4698;27,709;28,4569;24,2682;24,2239;24,8206;24,3872;5,56444;0;3,79111;16,9179;+
Q18066(427);20,1345;19,6457;20,1118;19,2145;21,5001;20,2612;19,6368;21,7326;0,939732;0,0549132;-1,00607;-1,84308;
Q18066(360);19,9019;18,4002;20,467;20,2931;21,0811;20,6679;20,7362;20,0263;0,830463;0,072;-0,862339;-1,66113;
Q18068(3);23,2065;23,2456;24,1939;25,4362;21,8324;21,407;19,5729;20,014;2,33828;0,00270763;3,314;4,39583;+
Q18070(112);18,9001;19,7296;19,0904;19,0325;21,9369;19,9023;20,9321;21,8846;2,06908;0,00507293;-1,97584;-3,84297;+
Q18091(7);21,0701;19,5933;21,6185;21,6213;25,3116;25,7633;25,1998;24,9053;3,82573;0,000371747;-4,31916;-8,45631;+
Q18099(303);26,9574;25,6292;25,7402;26,2789;26,1008;25,4094;25,5116;26,7005;0,205821;0,475435;0,220893;0,518671;
Q18099(32);26,3768;26,6621;24,5304;26,4152;27,0991;28,6891;26,3915;28,0798;1,16147;0,0329291;-1,56872;-2,21204;+
Q18099(579);24,8039;24,5257;24,9748;26,4757;25,8504;24,9725;25,1316;25,6406;0,162329;0,557194;-0,203756;-0,421416;
Q18115(444);20,7955;21,1295;21,0733;21,2704;27,6932;26,937;27,2276;28,7905;5,37926;0;-6,59492;-15,7354;+
Q18124(71);24,8864;25,9175;26,3167;25,486;20,614;23,1467;22,164;21,1364;3,04331;0,000626667;3,88637;6,07309;+
Q18152(240);20,6733;20,319;20,8444;17,742;21,6089;20,573;20,4979;21,3559;0,695075;0,106753;-1,11425;-1,43313;
Q18202(364);21,2081;20,6732;18,6135;20,213;23,1478;23,2028;24,0535;23,2742;2,78598;0,00105067;-3,24259;-5,41734;+
Q18212(127);19,9834;20,1172;19,4157;19,7279;21,0177;21,4406;21,3455;20,9419;3,36921;0,000455357;-1,37538;-6,98826;+
Q18212(264);20,018;18,4905;17,4201;19,2178;21,1519;20,677;21,2535;20,9754;2,11476;0,00453859;-2,22784;-3,93394;+
Q18217(259);19,1756;18,5212;20,3453;18,2747;21,6033;20,6008;20,7327;21,062;2,01516;0,00560129;-1,92051;-3,73696;+
Q18231(122);24,0589;25,111;24,544;24,9424;24,2369;25,1604;24,2072;23,9171;0,339668;0,306576;0,283659;0,794005;
Q18231(123);24,3993;24,2289;24,3372;25,4877;24,7393;22,8774;22,4925;22,8202;1,24291;0,0278071;1,38096;2,34871;+
Q18286(425);23,4806;23,6147;22,4578;21,5016;21,528;20,2694;21,5029;20,3861;1,65438;0,0104885;1,84206;3,06219;+
Q18336(127);18,1003;20,9141;20,241;21,0328;21,5853;21,3395;20,5898;19,3619;0,325888;0,319194;-0,647118;-0,766979;
Q18445(159);20,1466;20,7133;20,3339;19,1793;21,0504;21,1139;20,7339;21,704;1,47851;0,0159401;-1,05728;-2,75148;+
Q18449(107);25,674;25,4297;24,3567;24,9919;25,7045;25,6362;27,6696;26,062;1,07812;0,0406259;-1,15501;-2,07302;+
Q18453(64);20,926;20,4091;18,9163;21,447;21,5271;20,8524;20,3612;21,6409;0,491076;0,192033;-0,670816;-1,07718;
Q18476(980);19,3878;20,6769;18,8904;20,4943;21,9148;20,6798;21,216;21,2662;1,51419;0,0148222;-1,4068;-2,8137;+
Q18544(477);23,8272;23,5674;24,6238;21,5681;22,6011;22,645;21,9459;22,156;0,780494;0,0832683;1,05959;1,57744;
Q18544(16);18,0179;19,5453;20,0073;20,6224;21,1158;20,3891;20,75;19,8384;0,779399;0,0834475;-0,975105;-1,5756;
Q18545(465);23,467;22,5408;24,1536;24,5199;24,1814;24,328;24,5821;23,5259;0,442009;0,222876;-0,484029;-0,987784;
Q18550(177);19,9176;18,7547;21,3719;18,9154;22,2892;22,3878;23,1263;23,5899;2,4293;0,002;-3,10837;-4,59248;+
Q18573(578);24,7263;24,2079;24,866;25,1422;25,7743;22,8055;24,5213;24,7767;0,157831;0,566228;0,266126;0,411077;
Q18582(16);21,4105;19,4382;18,7558;21,4202;21,705;21,209;21,4972;22,7256;1,04215;0,0443576;-1,52803;-2,0132;+
Q18582(8);19,9911;17,4156;19,2615;17,3738;22,3188;21,7765;21,9535;22,8717;2,73046;0,00107379;-3,71964;-5,28287;+
Q18582(221);20,837;21,5172;18,1283;21,8163;24,2893;21,6779;23,3986;23,0937;1,35531;0,0214501;-2,54018;-2,53925;+
Q18587(61);19,3247;18,4232;21,2995;20,276;21,7744;19,5452;19,868;21,8488;0,485535;0,194644;-0,928234;-1,06718;
Q18597(438);19,0178;20,6395;18,4729;21,4389;21,0905;21,0929;20,628;21,7082;0,857096;0,0674366;-1,23764;-1,70558;
Q18597(539);19,5531;20,8317;18,7429;20,5571;20,9227;21,2228;21,199;20,7159;1,16199;0,0328749;-1,0939;-2,21291;+
Q18597(541);19,9106;20,1572;20,6362;20,4801;21,7519;21,3685;21,5001;21,8115;3,3004;0,000545073;-1,31199;-6,78652;+
Q18604(233);23,7787;24,2127;23,9598;23,4409;24,4475;22,8248;20,8033;21,9766;0,856069;0,0676365;1,33496;1,70387;
Q18610(299);20,4164;19,6482;18,1655;17,4454;21,2091;20,136;21,0109;18,8661;0,79849;0,0787389;-1,38664;-1,60763;
Q18620(5);18,6966;18,7309;18,6772;19,8128;23,6457;22,1907;22,7196;22,4471;3,96129;0,000416667;-3,77137;-8,93989;+
Q18650(163);20,6733;21,181;20,8474;19,4458;21,5132;21,7182;21,1048;21,2714;1,12574;0,0358409;-0,864997;-2,15237;+
Q18655(499);21,9512;21,8451;20,3606;23,6574;20,1026;20,4078;20,3752;21,8458;0,810591;0,0761398;1,27074;1,62789;
Q18655(511);23,505;23,5046;21,6324;25,3366;23,7642;23,8676;23,3068;23,9165;0,105019;0,686151;-0,219153;-0,285033;
Q18655(519);19,5773;20,1477;19,2894;20,5874;21,9705;20,9959;21,0552;21,8458;2,16986;0,00388988;-1,56642;-4,04516;+
Q18655(280);19,0336;20,589;20,5645;19,3633;20,9096;21,2163;21,2353;21,0232;1,58562;0,0124782;-1,20853;-2,9395;+
Q18665(203);24,0657;24,4698;24,9301;25,4318;22,1517;22,3353;22,691;22,4069;3,50055;0,00025;2,32813;7,38687;+
Q18678(114);19,6601;21,5026;20,24;20,4082;21,8896;21,7667;21,4421;19,9714;0,669632;0,114225;-0,814744;-1,38975;
Q18680(272);18,7123;20,2502;20,1892;18,8507;21,3837;21,6048;21,022;20,7834;2,013;0,00563417;-1,69786;-3,73275;+
Q18688(100);21,4785;21,686;20,1022;20,2973;21,6592;21,2045;20,1189;21,1691;0,104339;0,687205;-0,146946;-0,283349;
Q18688(326);25,7803;23,4533;21,7814;23,6321;24,7087;25,3482;25,7167;25,4716;1,00167;0,0486132;-1,64954;-1,94595;+
Q18688(327);20,0865;19,7553;19,0198;19,4223;21,415;21,1319;21,0721;21,2361;3,31672;0,000550847;-1,6428;-6,83394;+
Q18688(601);18,686;18,8221;18,1844;21,701;21,0879;20,5906;20,7828;21,2272;1,00116;0,0486126;-1,57375;-1,94511;+
Q18688(227);21,047;18,7707;19,7411;21,4412;20,2499;21,643;20,9735;21,1771;0,516556;0,177985;-0,760835;-1,12288;
Q18688(67);27,3235;27,0628;23,8757;26,7084;26,0917;27,3809;25,8839;27,0928;0,161858;0,558104;-0,36971;-0,420338;
Q18688(585);26,4218;26,3346;26,0409;24,8476;23,5006;24,656;22,3265;24,0407;2,00305;0,00563913;2,2803;3,71336;+
Q18688(197);21,1279;20,1052;21,2436;20,98;21,4456;21,5022;21,3789;21,2191;1,01303;0,0475936;-0,5223;-1,96482;+
Q18688(627);21,0266;19,1271;17,8147;17,9345;19,9275;19,9635;20,8324;21,6466;0,975432;0,0508362;-1,61679;-1,90238;
Q18688(62);25,4794;24,4367;24,0379;21,3521;21,282;19,7855;20,9463;21,5279;1,65546;0,0105023;2,94106;3,06413;+
Q18688(448);24,7101;26,1501;25,278;26,896;21,8884;21,7007;20,5475;21,8525;3,49861;0,000248756;4,26124;7,38085;+
W6RS06(197);18,9141;19,4669;20,6395;21,2517;22,3767;20,9399;21,8532;23,572;1,48581;0,0157191;-2,1174;-2,76417;+
W6RS06(275);30,3458;30,9144;29,7087;27,1904;21,8283;21,081;21,134;21,3957;4,17602;0;8,18007;9,7558;+
Q18739(109);17,2566;19,7236;19,1929;19,4514;21,719;22,0593;22,8436;21,1924;2,44481;0,00201885;-3,04743;-4,6265;+
Q18739(137);21,7892;18,55;21,5011;20,4132;20,8268;20,1871;21,1181;21,3872;0,15603;0,570548;-0,316406;-0,406922;
Q18739(98);21,9595;20,91;21,629;19,4293;21,9556;21,3147;20,399;20,3228;0,00788229;0,973907;-0,0160847;-0,0234992;
Q18742(19);20,5171;19,228;19,1748;19,7113;20,837;21,5711;20,7322;19,9842;1,33191;0,0226518;-1,12333;-2,49936;+
Q18742(55);22,0294;23,2496;21,9494;24,6712;24,5541;24,1354;23,8338;22,8749;0,557306;0,157774;-0,874626;-1,19511;
Q18771(6);26,135;25,6126;26,0926;26,1385;25,4967;23,9194;23,7687;24,9543;1,81834;0,00763321;1,45988;3,36191;+
Q18773(48);20,7451;18,6596;20,9227;18,8689;30,7047;30,2188;30,2238;28,8361;5,10103;0;-10,1968;-14,1062;+
Q18787(108);21,7825;19,8606;20,0448;20,4277;22,696;22,2856;24,0061;23,2013;2,34591;0,00265737;-2,51835;-4,4121;+
Q18787(36);23,1394;23,4628;24,807;22,7509;21,0377;20,3284;20,6408;21,4791;2,70302;0,00105632;2,66849;5,21726;+
Q18787(118);22,4716;22,0476;21,7519;24,5895;23,7448;22,6631;21,8282;22,625;7,71E-05;0,999677;-0,000174522;-0,000231778;
Q18799(58);21,3269;19,8425;19,5493;19,9172;25,4676;24,4818;22,6808;24,5228;2,96146;0,000801242;-4,12928;-5,8585;+
Q18799(59);20,5903;19,4638;20,7047;18,3493;25,4676;25,8376;24,4388;24,8065;3,81739;0,000367647;-5,36061;-8,42733;+
Q18813(241);22,8121;20,887;20,884;20,1848;20,8502;19,2558;20,9982;20,1497;0,600917;0,139486;0,878484;1,27136;
Q18813(251);19,3833;20,9317;21,4485;19,5488;25,6998;25,2826;23,4208;23,6481;2,80143;0,00106775;-4,1847;-5,45518;+
Q18846(416);21,6425;19,9615;19,2248;20,3005;19,8484;21,5806;20,8752;21,9234;0,52325;0,174474;-0,77457;-1,13482;
Q18885(153);22,4407;24,148;22,9574;25,5532;21,8318;21,5307;19,2309;20,6685;1,7688;0,00825815;2,95935;3,27023;+
Q18885(25);19,9281;21,144;20,6899;20,3802;21,6613;21,1863;21,331;21,4714;1,72157;0,00934417;-0,876922;-3,18374;+
Q18885(122);19,6057;20,7977;20,364;20,3432;25,2441;24,2077;22,4861;25,1361;2,95127;0,000875193;-3,99084;-5,83219;+
Q18885(129);20,6052;18,4795;19,352;19,9957;21,3487;20,0024;21,5093;21,8109;1,37584;0,0200678;-1,55975;-2,57435;+
Q18885(12);19,5607;19,0541;20,0532;20,9182;20,8731;21,3916;21,0454;21,4876;1,66672;0,0102804;-1,30288;-3,08439;+
Q18885(135);20,6609;20,8068;19,9017;21,4962;24,3206;24,1149;24,6058;24,8444;4,31415;0;-3,75503;-10,3152;+
Q18885(4);20,3842;21,6076;21,7019;23,5929;22,507;23,6407;24,6304;24,8554;1,30183;0,0243335;-2,08671;-2,44827;+
Q18885(121);18,9916;20,2838;19,6309;20,9406;21,3712;21,3563;20,8481;21,013;1,44852;0,017426;-1,18537;-2,69944;+
Q18886(111);19,9175;21,4706;21,5959;20,2047;20,2217;20,8987;20,9575;20,5753;0,106961;0,681271;0,133895;0,289835;
Q19007(210);19,5741;21,607;21,6252;19,4311;21,7225;20,6364;20,6819;20,8324;0,252295;0,4058;-0,408932;-0,617853;
Q19007(175);20,7871;21,4845;19,595;21,2404;21,1154;21,6227;20,6808;21,8632;0,501975;0,18589;-0,543771;-1,09678;
Q19015(48);23,0159;22,7717;22,2575;24,439;27,7828;27,0373;25,7647;22,9885;1,27609;0,0257982;-2,77227;-2,4047;+
Q19015(54);23,0332;22,7717;23,099;23,2752;27,7828;27,0373;23,644;22,9885;0,989818;0,0497066;-2,31836;-1,92627;+
Q19015(387);22,9463;24,7563;24,7602;23,1658;20,7372;21,1392;20,2986;21,184;2,91328;0,000931343;3,06739;5,73487;+
Q19048(273);20,0889;19,9322;19,6757;19,4461;21,7215;21,1236;20,8384;20,2483;1,91695;0,00662175;-1,19724;-3,54759;+
Q19056(13);19,6574;19,7808;19,0627;21,1247;21,304;21,1249;21,0552;21,1173;1,52703;0,0144625;-1,24394;-2,83621;+
Q19063(110);20,3835;19,2685;19,1949;19,027;21,9477;21,26;21,0786;21,6177;2,82285;0,00109444;-2,00753;-5,50796;+
Q19064(92);21,7185;21,1874;19,7868;20,9873;24,0221;23,3203;24,2459;23,7586;3,17318;0,000486891;-2,91671;-6,42575;+
Q19102(51);19,2816;21,352;18,9315;20,0657;21,47;20,9922;20,839;21,8955;1,25379;0,0270107;-1,39145;-2,36703;+
Q19102(8);21,5436;21,0742;19,2128;20,5328;21,3219;19,8494;20,7579;20,7522;0,047227;0,8463;-0,079504;-0,135088;
Q19107(554);24,6138;23,7373;24,4072;23,674;21,2289;20,6764;21,2686;20,265;4,14715;0;3,2484;9,64239;+
Q19107(276);22,0311;22,4166;23,1093;25,5207;27,3288;27,7886;24,438;24,9278;1,32111;0,0229414;-2,85138;-2,481;+
Q19162(45);22,8182;22,1474;22,2293;21,3083;23,3137;24,1593;24,1392;23,6456;2,40371;0,0021781;-1,68865;-4,53666;+
Q19162(59);25,4756;24,6327;23,1595;23,1924;26,2615;25,8811;24,8542;26,2926;1,38155;0,0198277;-1,7073;-2,58413;+
Q19162(92);24,5455;24,9269;24,2879;24,9342;23,7234;25,3315;23,8277;23,0565;0,653952;0,119391;0,688856;1,3629;
Q19162(6);22,1836;24,2985;21,7645;22,6681;22,4774;23,3898;23,4534;24,5901;0,484047;0,195557;-0,748992;-1,06449;
Q19162(85);24,5253;22,5202;21,9693;23,7091;24,8481;24,9435;25,5444;26,1218;1,82214;0,00756327;-2,18347;-3,36899;+
Q19188(849);25,4046;24,8519;25,9902;25,6113;25,3232;23,8879;23,9715;24,2664;1,45384;0,0171034;1,10224;2,70865;+
Q19209(172);26,1867;27,1469;26,3837;26,2087;24,6418;24,2083;22,6702;22,302;2,57663;0,00151899;3,02595;4,92226;+
Q19240(62);26,4981;26,261;26,7085;26,3924;25,503;25,1177;24,7238;25,4713;3,06821;0,000642735;1,26103;6,13953;+
Q19240(67);20,1416;19,9401;19,1681;19,4138;21,4189;20,7634;20,2907;21,9226;1,82699;0,0074746;-1,43299;-3,37803;+
Q19257(139);18,8328;20,9559;20,6245;21,2853;21,3386;21,7618;20,6259;21,8447;0,779636;0,0834621;-0,968119;-1,57599;
Q19257(35);20,5276;21,3435;20,7106;21,8732;23,8709;22,9817;23,4318;24,7671;2,78369;0,00104927;-2,64921;-5,41175;+
Q19276(52);20,7077;20,0424;19,7693;19,8317;21,1893;20,5148;20,5229;21,3868;1,40147;0,0188235;-0,815691;-2,6183;+
Q19289(155);29,5599;29,0007;27,7796;29,4712;29,852;29,6461;29,8727;29,5235;0,939092;0,0549493;-0,77073;-1,84202;
Q19289(303);27,236;26,5665;26,2189;25,3657;28,605;27,5017;27,6018;28,0628;1,86074;0,00709735;-1,59609;-3,44122;+
Q19289(128);18,4806;18,9277;18,521;20,0317;27,3034;25,0516;28,3317;26,4394;4,22552;0;-7,79127;-9,95306;+
Q19289(130);23,7729;23,943;24,9489;23,2346;22,0503;23,7174;20,9789;21,052;1,48824;0,0157067;2,02522;2,76842;+
Q19289(206);24,3473;23,8591;24,8945;24,0578;25,0499;25,245;24,7103;24,8301;1,40826;0,0186705;-0,669138;-2,62998;+
Q19289(228);26,0002;26,4567;25,871;24,2267;29,3869;28,4794;27,6189;28,7123;2,5147;0,00170175;-2,91072;-4,78186;+
Q19289(424);17,8935;19,7861;21,4079;19,7694;25,3126;24,2811;23,8405;24,0732;2,98326;0,000819048;-4,66262;-5,9151;+
Q19289(83);23,329;22,1243;23,0184;23,3896;25,0588;25,241;24,3256;24,4751;2,58343;0,00135335;-1,8098;-4,93785;+
Q19289(316);17,7529;18,714;17,8813;18,9607;23,6068;24,1105;21,818;22,0366;3,40711;0,000341014;-4,56573;-7,10144;+
Q19289(364);25,7093;25,7195;25,5387;26,4976;27,6397;26,7845;26,7309;25,3277;0,698146;0,105939;-0,75443;-1,43835;
Q19289(80);17,9652;19,5911;20,0552;19,5914;20,9576;21,4674;20,9059;20,5244;1,80757;0,00784814;-1,6631;-3,3419;+
Q19289(82);20,7067;20,3442;21,3851;23,2837;23,912;21,3168;22,7509;24,2773;0,882932;0,0628727;-1,6343;-1,74863;
Q19289(5);23,4989;24,57;23,5974;25,471;24,9691;24,1248;23,6222;24,1249;0,0478756;0,844551;0,0740676;0,136856;
Q19289(444);17,383;20,2117;18,2936;19,3689;25,838;26,2457;24,6674;25,1884;4,08508;0;-6,67055;-9,4025;+
Q19289(266);19,3252;20,4126;18,9832;18,7019;23,6686;24,5307;22,5979;24,153;3,62989;0,000284091;-4,38186;-7,79764;+
Q19289(49);18,2398;19,3484;18,7903;18,9542;21,5027;21,6929;20,8602;21,5052;3,89962;0,000396825;-2,55704;-8,71699;+
Q19289(122);18,2673;21,1147;21,0242;20,2392;25,0969;24,6289;24,5025;24,6042;3,2851;0,000540541;-4,54677;-6,7423;+
Q19323(9);20,528;18,6769;20,6364;21,1837;22,0971;21,4242;21,5785;21,8211;1,3956;0,0190939;-1,474;-2,60822;+
Q19325(84);20,7144;19,8757;20,0867;20,0884;21,9488;21,4909;21,4711;20,7669;2,16761;0,00388298;-1,22813;-4,0406;+
Q19325(86);23,6428;23,0616;21,016;21,4975;25,7021;24,2678;23,439;25,0051;1,56641;0,0130802;-2,299;-2,90551;+
Q19335(101);21,9782;20,102;18,5498;19,6306;21,8743;21,752;21,2456;20,8629;0,924443;0,0570697;-1,36859;-1,81768;
Q19344(543);20,0088;21,8752;21,1588;19,3924;21,1833;21,1743;21,2564;21,3806;0,526753;0,172694;-0,639845;-1,14105;
Q19360(280);19,4874;18,2889;17,8676;17,9376;22,4638;23,5967;22,7843;22,9542;4,29576;0;-4,55441;-10,2391;+
Q19366(366);21,7639;19,5797;20,3016;18,8273;21,7522;21,089;20,1752;21,7411;0,717778;0,0994604;-1,07125;-1,47167;
Q19376(481);26,8092;26,4569;26,5952;22,9694;21,1715;21,3268;20,2072;21,8343;2,46972;0,00187234;4,5727;4,68151;+
Q19442(239);20,1556;21,0682;18,5684;18,2664;21,7126;19,2364;20,2491;20,4742;0,493189;0,191255;-0,903426;-1,08098;
Q19446(275);20,0618;18,2621;20,0464;20,0317;22,9803;23,7096;23,555;23,2796;3,68345;0,000304878;-3,78064;-7,97329;+
Q19478(174);21,3581;20,4299;19,3075;20,9346;21,8392;21,6722;21,1895;21,8636;1,28178;0,025587;-1,1336;-2,41431;+
Q19545(1077);21,552;20,2577;20,4086;19,3363;26,3917;26,3315;26,2907;26,7107;4,89644;0;-6,04251;-13,0118;+
Q19573(269);24,5326;23,0915;21,4298;25,0625;20,6805;21,6927;20,5826;21,7646;1,44158;0,0175598;2,34898;2,68744;+
Q19573(259);25,9923;26,2139;24,9977;26,9622;24,7985;26,1852;24,9892;26,4316;0,32285;0,322583;0,440392;0,760985;
Q19577(153);18,6211;19,3863;19,149;19,2351;21,7924;21,5533;21,0613;20,4832;3,14988;0,000593407;-2,12465;-6,36133;+
Q19579(333);19,2629;20,7812;19,6144;19,8215;23,1828;25,1373;21,7473;22,6045;2,23407;0,00352593;-3,29793;-4,17691;+
Q19579(228);19,1846;21,676;20,329;21,7227;24,7136;26,2886;25,2563;25,4512;3,30928;0,000548523;-4,69933;-6,81227;+
Q19579(219);19,7097;20,6599;20,8449;17,8861;25,6383;26,3528;24,6272;24,6519;3,36201;0,000449339;-5,54239;-6,96693;+
Q19579(243);22,0035;19,8826;20,895;20,8157;21,728;21,0252;20,7859;21,8384;0,384834;0,265524;-0,445196;-0,880919;
Q19625(98);22,6114;25,1112;24,894;23,6644;21,7733;21,1622;21,0548;21,4529;2,38281;0,00241456;2,70945;4,49138;+
Q19625(105);22,6114;25,1112;25,9725;23,6644;21,9074;20,6412;21,5305;19,7763;2,05153;0,00526942;3,37601;3,8083;+
Q19626(14);26,42;26,6541;24,1178;23,661;26,4685;26,823;26,077;27,1745;0,891916;0,0614719;-1,42251;-1,76358;
Q19680(361);23,9273;23,3902;24,999;24,4599;21,3749;20,5636;21,1666;21,5072;3,54571;0,000259067;3,04104;7,52819;+
Q19680(329);23,6614;23,3057;22,4711;24,7176;21,3987;21,1223;21,2611;21,4915;2,47864;0,00178349;2,22055;4,70129;+
Q19680(210);21,2117;20,0561;19,0724;18,7131;21,388;20,5908;20,4924;20,9855;0,941685;0,0546144;-1,10084;-1,84633;
Q19743(69);21,218;20,7411;19,6968;20,1549;21,2041;21,552;21,268;20,607;0,925558;0,0570227;-0,705087;-1,81953;
Q19746(407);19,3392;21,6458;20,5987;20,9392;24,088;23,0885;23,134;24,5417;2,66242;0,00126723;-3,08234;-5,12123;+
Q19746(418);19,7167;20,3665;18,4527;19,1786;27,6531;26,5689;26,8339;26,2731;5,21023;0;-7,40359;-14,7254;+
