Leading.proteins.Positions.within.proteins;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04; -Log Student's T-test p-value eat2_d15_N2_d15;Student's T-test q-value  eat2_d15_N2_d15; Student's T-test Difference  eat2_d15_N2_d15;Student's T-test Test statistic  eat2_d15_N2_d15;Sign p-val: 0.05 
P52015(48);21,0476;17,9152;21,4944;20,7126;21,2529;20,0588;20,2271;19,4552;0,016714;0,947855;0,0439453;0,0493454;
P52015(31);26,6827;26,5453;25,0923;26,2659;24,5437;23,6605;23,6919;27,7875;0,546575;0,204865;1,22565;1,17618;
P52015(132);28,4589;25,6246;25,7477;26,6289;18,995;21,0716;21,4462;21,1746;3,33209;0,00243792;5,94317;6,87884;+
P52015(148);25,1685;24,3041;24,5409;26,5234;21,1665;18,1616;18,9048;20,2948;3,21908;0,00246894;5,5023;6,55412;+
P52017(47);20,6685;19,7029;21,6662;20,3429;20,3339;19,1726;20,5469;21,0388;0,227638;0,48148;0,322066;0,565784;
P52018(6);20,6019;20,3991;21,3314;20,8003;18,9325;19,2895;17,6282;19,492;2,2433;0,00618468;1,94762;4,19603;+
P52275(37);24,7522;25,9142;25,7;25,0092;19,9905;18,5559;19,9417;18,7215;4,84658;0,00323404;6,04148;12,7575;+
P52275(276);23,8971;22,3523;23,052;26,5274;18,9256;18,3805;18,0027;20,0874;2,61428;0,003715;5,10813;5,00894;+
P52478(71);21,2474;21,0836;21,4571;19,5797;19,9407;20,1759;19,2063;20,5009;0,87932;0,0922448;0,886;1,74262;
P52554(6);19,8786;21,2534;21,0649;20,7939;18,6026;19,7369;20,5485;19,6927;1,15133;0,0487826;1,10254;2,19509;+
P52554(13);20,2184;20,918;21,0234;20,5938;20,9321;19,2357;19,5238;20,0984;0,903279;0,0871466;0,740884;1,78249;
P52652(151);23,3761;24,5192;23,9368;25,0022;20,4578;19,8771;19,2808;20,8965;3,75044;0,00116364;4,08054;8,19766;+
Q86D21(313);20,6901;21,3009;20,107;19,9859;19,6931;19,3945;21,2749;19,5689;0,457487;0,254553;0,538161;1,01619;
Q86D21(54);22,667;20,8222;21,5055;20,7162;28,4814;27,6203;20,917;27,6221;1,39452;0,0299361;-4,73246;-2,60637;+
P52717(180);25,0681;24,5784;23,7628;23,0515;18,6833;19,6305;19,5004;19,2297;4,2031;0,00135032;4,85422;9,86327;+
P52819(48);24,6923;25,5302;25,9333;25,251;24,1562;23,7743;23,2109;24,3543;2,18639;0,00721517;1,47779;4,07886;+
P52819(50);19,6351;21,0667;21,2464;20,8765;20,4585;20,3619;20,3266;20,4306;0,369351;0,322764;0,311769;0,851395;
P52819(71);21,3713;20,1546;20,4192;21,6044;19,4771;19,5825;20,4949;20,8502;0,796953;0,110799;0,786205;1,60505;
P52819(82);20,9602;21,0745;20,9272;21,1438;19,2597;19,8668;17,5194;20,7809;1,28621;0,036637;1,66968;2,42181;+
P52819(64);22,0083;21,2259;19,2376;20,9177;19,6942;19,3435;19,3287;21,8491;0,418625;0,282783;0,793485;0,944462;
P52819(54);20,8972;21,5048;20,1935;21,2125;21,0055;21,0353;17,9983;19,8011;0,612762;0,172906;0,991956;1,29191;
P52819(109);26,5155;24,9001;25,0602;22,8894;20,0117;21,3534;19,3331;21,4619;2,49279;0,00438946;4,30126;4,73281;+
P52819(86);20,6847;21,4383;21,5105;20,072;19,7526;19,4632;19,521;20,8636;1,13815;0,0503028;1,02625;2,17307;
P52821(85);27,0852;22,237;22,2898;24,193;25,165;25,1412;24,1361;26,1046;0,438427;0,268569;-1,18548;-0,981181;
P52872(18);21,5809;19,9059;19,9208;20,5479;18,7066;17,6899;18,8185;21,3697;0,753171;0,122833;1,34271;1,53147;
P52879(176);20,4977;21,0366;20,497;20,3981;19,7324;18,901;17,4434;20,518;1,13445;0,0509059;1,45865;2,1669;
P53013(44);26,5402;22,7407;23,952;23,4205;27,2471;27,8449;26,6019;26,817;1,83379;0,0133701;-2,96435;-3,39072;+
P53013(179);20,2808;19,2731;18,632;20,6544;24,1298;24,0925;24,8966;23,8323;3,91305;0,00125455;-4,52776;-8,7651;+
P53013(180);25,6934;26,5318;24,9186;24,8613;27,2477;25,8859;26,4781;24,8843;0,438654;0,268504;-0,622728;-0,9816;
P53013(330);22,9877;23,5899;24,0908;21,9037;26,0782;26,2716;25,6524;26,8361;2,92943;0,00307309;-3,06652;-5,77609;+
P53013(392);24,0444;22,9258;22,2877;24,2926;25,5474;26,0253;26,0048;25,8516;2,6512;0,00366369;-2,46963;-5,09491;+
P53013(255);25,4183;26,1388;28,0181;27,4023;29,114;28,3281;27,9599;25,5442;0,461278;0,25254;-0,992133;-1,02312;
P53013(439);26,6503;22,833;22,6435;21,722;27,7361;28,7858;26,8741;28,8125;2,08373;0,00863726;-4,58995;-3,87202;+
P53013(273);25,147;22,4274;23,0932;23,241;19,6866;21,6092;18,2083;21,6403;1,70018;0,0169942;3,19102;3,14486;+
P53014(39);24,9282;23,4658;25,3459;23,7713;21,9116;20,9557;18,9011;19,6864;2,60345;0,00367367;4,01408;4,98391;+
P53014(47);25,7421;26,5708;27,0562;25,5052;20,027;19,5851;19,3699;21,4177;4,3502;0,00175207;6,11866;10,4659;+
P53014(143);24,991;24,9293;25,0941;25,0658;20,6857;20,92;17,6514;20,5726;3,21745;0,002464;5,06261;6,54954;+
P53014(126);27,0987;24,3401;25,8148;26,2085;20,3229;19,8092;19,7529;20,5612;4,10142;0,00119774;5,754;9,46514;+
P53014(99);24,6588;24,0209;22,4171;24,5775;18,0529;18,8724;20,2994;20,0684;3,09413;0,00262342;4,5953;6,20927;+
P53585(796);21,6766;19,9664;21,1192;20,8214;21,4142;21,079;20,1253;20,1248;0,166789;0,581273;0,210087;0,431614;
P53588(59);20,8662;19,236;21,2643;20,2726;19,5397;21,2697;20,8692;21,3889;0,236062;0,47078;-0,357101;-0,583706;
P53795(14);25,0452;23,0283;23,6979;23,3832;20,3611;19,2079;17,7391;20,7772;2,7225;0,00356267;4,26733;5,26377;+
P53795(6);20,9588;19,3866;21,4166;20,896;21,0308;20,9877;20,8056;19,3343;0,0748448;0,787745;0,124912;0,208554;
P54073(62);21,8388;19,8291;21,7877;20,6511;21,0176;22,3877;21,759;24,9267;0,752871;0,122868;-1,4961;-1,53097;
P54216(42);23,497;20,6529;22,3607;21,358;21,339;18,6846;20,7378;21,8362;0,68689;0,144803;1,31777;1,4192;
P54216(28);21,0908;21,57;19,3684;21,4509;22,0352;20,5919;17,2845;20,2432;0,313415;0,37392;0,831306;0,742292;
P54216(111);21,3868;20,4996;20,639;20,4346;18,7339;19,9029;20,5163;20,9585;0,642298;0,161091;0,712098;1,34289;
P54216(319);20,9992;21,3626;19,5869;19,7783;19,5142;20,9252;17,9039;21,3915;0,221675;0,490087;0,498055;0,553009;
P54811(11);21,446;20,3625;20,4711;20,8633;22,1555;22,9228;23,2736;24,101;2,57985;0,00382439;-2,32751;-4,92963;+
P54811(13);24,9639;23,7021;24,0208;24,1137;20,8092;19,8197;19,9008;16,4536;2,60237;0,00366914;4,95429;4,98142;+
P54811(511);21,4679;20,2651;20,5786;20,846;21,0299;19,0825;18,4518;21,1078;0,562572;0,196868;0,87144;1,20437;
P54811(784);22,9337;22,9461;22,0387;22,3355;19,9841;20,4321;19,2582;19,0978;3,51841;0,00148732;2,87047;7,44249;+
P54811(342);20,5556;20,1843;19,7755;19,894;20,9353;22,2174;22,4368;24,7838;1,64006;0,0183672;-2,49096;-3,03651;+
P54811(24);21,3893;20,9193;21,0299;21,1496;19,2964;17,5094;20,9605;19,2761;1,39968;0,0297337;1,86145;2,61523;+
P54811(621);21,5108;19,5382;21,0246;20,5761;20,0304;19,7363;21,3324;19,4774;0,384574;0,309637;0,518262;0,880424;
P54811(622);25,3247;25,0599;24,2633;23,7174;19,98;20,5143;18,5404;20,1701;3,81173;0,00106977;4,79015;8,4077;+
P55155(1390);23,0715;26,8843;26,6203;25,4354;19,7083;18,6399;19,5086;20,3773;3,13521;0,00266165;5,94435;6,32105;+
P55216(269);27,7514;25,2563;25,6278;24,4168;20,9325;20,5349;19,8283;19,0923;3,35092;0,00240371;5,66612;6,93417;+
P55216(62);21,1192;21,1417;20,8519;20,6619;25,2618;23,9076;26,0083;23,6855;3,25893;0,0022268;-3,77214;-6,66718;+
P55216(251);20,6661;20,5347;19,6147;20,7582;19,5035;18,5561;18,3571;19,5833;1,82864;0,0134808;1,3934;3,38112;+
P55216(296);20,4166;20,4787;20,5359;20,5753;19,5626;19,3901;19,2214;20,086;2,57679;0,00380583;0,93662;4,92263;+
P55216(299);24,923;23,7634;23,6118;23,1991;25,1952;23,6489;25,8089;24,6407;0,801161;0,109757;-0,949075;-1,6121;
P55216(135);21,9304;18,5655;20,5017;19,9653;20,8684;20,4322;20,91;19,3762;0,0713788;0,795585;-0,155983;-0,199528;
P55326(192);27,1885;21,7716;22,1474;22,8757;26,4663;25,8393;25,0769;26,1953;0,951491;0,0784653;-2,39863;-1,86262;
P55326(61);21,5387;21,387;21,1111;21,6013;21,0483;19,931;21,5632;19,8689;0,950794;0,078544;0,806716;1,86146;
P55326(17);26,9834;27,427;28,3907;28,375;19,5833;22,7589;19,908;26,9143;1,71574;0,0164477;5,5029;3,17314;+
P55326(95);23,5985;23,3173;24,8809;25,3094;20,4757;19,0994;20,1011;19,9925;3,60414;0,00148287;4,35936;7,71439;+
P55326(163);22,0583;21,0283;19,27;20,6623;20,5331;20,7643;19,4741;20,2707;0,327766;0,360031;0,494166;0,770676;
P55326(53);20,5441;20,4966;20,6481;19,5022;21,5672;20,0069;19,9094;20,4772;0,159284;0,596125;-0,19241;-0,414423;
P55326(154);25,1255;20,0561;21,5079;22,0591;18,9946;20,7126;19,6291;18,4704;1,23574;0,0400232;2,73544;2,33663;+
P55326(113);25,193;25,418;24,6914;25,776;23,7732;22,0984;23,7123;24,2046;1,9107;0,0116711;1,82245;3,53569;+
P55326(123);30,5276;23,784;22,8405;24,457;24,1163;24,7503;23,4094;26,4614;0,147136;0,620054;0,717923;0,386261;
P55326(70);26,2575;24,6287;25,9645;24,6115;21,3858;18,2546;20,44;20,4064;3,24192;0,00228921;5,24388;6,61875;+
P55853(16);24,612;22,8084;22,8162;22,6826;22,0104;20,0141;21,0673;19,1037;1,85387;0,0132354;2,68093;3,42831;+
P55853(18);20,8574;21,4528;21,8513;21,2825;20,8052;18,9509;19,8425;19,0571;1,92601;0,0114651;1,69708;3,56485;+
P55853(39);25,2;25,2408;25,7454;23,516;19,124;19,6814;19,1889;19,1988;4,51791;0,00165217;5,62723;11,1938;+
P61866(83);26,0688;26,1;25,1896;23,0175;21,6441;19,1951;20,5068;18,1773;2,60119;0,00366461;5,21312;4,97868;+
P61866(41);21,8098;24,056;24,1379;24,0699;21,6989;20,283;20,3175;19,8819;2,284;0,00574245;2,97309;4,28098;+
P61866(70);20,6774;19,8555;21,4762;19,3124;20,3454;20,1061;19,1399;20,8604;0,138149;0,63865;0,217421;0,365143;
P61866(40);19,8065;21,5537;20,4959;21,3393;19,8554;21,593;21,5411;17,9653;0,239451;0,465937;0,560149;0,590878;
P62784(32);21,5948;19,0346;21,7087;20,6045;27,0103;26,4443;24,4386;27,19;3,11378;0,00258867;-5,53519;-6,26253;+
P62784(92);25,6059;24,6273;25,8;23,0978;20,4411;19,3839;18,3545;20,1833;3,26799;0,00226415;5,19205;6,69313;+
P90731(792);20,6953;21,5247;21,0797;21,4832;24,7262;25,3606;23,8062;25,4608;3,84432;0,0011358;-3,64275;-8,52124;+
P90735(506);24,4892;25,1773;24,7538;23,5669;20,6275;20,7779;19,0158;19,2707;3,70786;0,00109589;4,57381;8,05443;+
P90735(18);24,0533;22,1373;22,9517;22,1968;18,3511;19,6606;19,7495;17,9384;3,05675;0,0026899;3,90983;6,10888;+
P90746(322);23,975;24,2668;24,2797;23,5643;21,721;19,2789;21,2966;21,9352;2,47841;0,00443686;2,96347;4,70079;+
P90862(473);26,7406;22,8309;24,0101;24,2097;20,8822;20,1426;19,4011;19,1054;2,60835;0,00369193;4,56504;4,99522;+
P90868(41);22,0808;19,5687;19,3852;21,1034;18,7145;18,2597;21,3123;20,3173;0,407413;0,290381;0,883585;0,923506;
P90879(38);21,7505;22,9926;22,7733;20,697;23,9472;23,4841;22,3849;22,8041;0,880688;0,0920175;-1,10173;-1,74489;
P90900(108);22,0944;20,9237;20,4889;20,0699;19,0637;18,934;20,0028;19,4206;1,6714;0,017431;1,53895;3,09282;+
P90900(128);23,5353;23,8642;25,0823;25,0977;24,3058;23,0982;24,3434;25,4571;0,0522376;0,846679;0,0937653;0,148689;
P90900(442);21,4757;20,1651;20,8143;20,5476;21,4495;20,5516;21,3404;20,4125;0,192841;0,537236;-0,187857;-0,490135;
P90900(451);21,4298;20,8363;20,6977;19,6796;21,2274;19,2882;18,7981;18,5273;0,848497;0,0992814;1,2006;1,69124;
P90961(134);24,6878;22,5569;22,009;22,7358;20,2429;20,0966;20,778;21,142;2,07105;0,00903757;2,43251;3,84686;+
P90961(163);22,8728;22,7319;24,2022;24,5462;18,3308;19,814;17,8909;20,215;3,10025;0,00263768;4,52565;6,22581;+
P90961(215);21,0448;20,937;20,4611;18,931;18,5935;20,6352;21,0371;18,1268;0,369915;0,322339;0,745329;0,852476;
P90961(125);24,2334;25,6417;23,6778;24,6961;19,7563;19,9375;20,459;19,3579;4,20631;0,00136774;4,68458;9,87608;+
P90961(198);20,6702;21,5142;20,8985;20,6095;20,2042;20,8438;21,6244;19,8682;0,271005;0,423451;0,287985;0,656605;
P90961(185);23,8918;25,939;27,2792;25,5016;18,6967;19,4164;21,1557;20,402;3,19752;0,00255118;5,73521;6,49357;+
P90961(177);23,6127;27,4146;26,1127;24,3102;21,5917;20,2786;20,8831;21,1318;2,54448;0,00386337;4,39125;4,84905;+
P91001(302);25,5408;24,3358;25,4455;24,5677;21,2621;21,4844;19,2632;18,6815;3,10959;0,00257923;4,79963;6,25114;+
P91020(72);21,9982;21,5294;22,691;22,9767;18,507;19,6228;19,501;18,6855;3,51536;0,00147899;3,21974;7,43297;+
P91027(133);25,5796;27,3296;28,0999;29,0155;19,9226;20,5211;19,8339;20,4183;4,1844;0,00131677;7,3322;9,78894;+
P91027(326);23,4485;20,1461;20,2419;21,4243;18,2174;20,0722;20,9625;21,2816;0,529498;0,212741;1,18177;1,14593;
P91027(7);25,1345;24,6992;25,4027;24,2282;19,9789;19,087;19,1015;17,9231;4,65627;0,00233846;5,84351;11,829;+
P91027(199);24,9683;26,0385;26,9652;25,4665;19,7299;21,4926;20,7604;20,3373;4,06354;0,00112766;5,27956;9,32054;+
P91027(210);25,2465;22,7943;23,5337;24,1168;18,9479;19,8257;19,8591;19,928;3,55323;0,00153936;4,28266;7,55195;+
P91027(194);25,2039;24,7185;24,3454;23,3572;19,5862;19,3226;18,5216;18,8956;4,62191;0,00217143;5,32472;11,6682;+
P91027(227);25,9798;22,9108;22,772;22,2587;24,753;23,811;24,3989;23,1652;0,245536;0,457903;-0,551662;-0,603698;
P91027(162);23,7658;26,6829;26,7513;26,6051;20,3504;20,3971;19,6154;18,0977;3,37292;0,00247847;6,33613;6,99929;+
P91027(307);26,2555;22,6173;21,6396;22,4718;18,4945;18,68;19,2036;20,7136;1,87965;0,0124152;3,9731;3,47683;+
P91027(229);21,0441;20,5869;20,8222;21,644;20,3116;18,2376;17,6101;19,1727;1,87936;0,0123951;2,19131;3,47629;+
P91055(230);20,9091;20,3079;20,6184;21,2129;19,4579;20,1034;18,073;18,5742;1,87776;0,0124239;1,70997;3,47327;+
P91116(156);20,2462;20,9813;20,5786;20,3621;22,162;21,9851;24,9029;22,3386;1,76151;0,0152929;-2,30509;-3,25682;+
P91128(82);21,9264;19,6961;19,284;21,4565;21,8688;20,6085;17,3551;21,5827;0,0692661;0,800492;0,236967;0,194;
P91128(136);20,5353;19,7629;20,3127;20,5711;21,6254;19,6411;19,4987;20,5296;0,0182525;0,944538;-0,0282159;-0,0537976;
P91128(145);20,4468;21,5552;21,6108;21,1248;17,3795;20,5568;20,1139;21,1983;0,766871;0,118078;1,37231;1,55454;
P91128(42);23,3243;26,2526;24,6812;24,2683;26,4579;24,5592;25,211;26,6195;0,659751;0,154364;-1,08032;-1,37284;
P91128(111);20,4015;21,1799;19,8317;20,3839;20,9176;19,965;21,6345;21,8554;0,598381;0,179078;-0,64389;-1,26696;
P91128(105);20,0103;21,4864;21,3913;19,316;25,5846;24,8638;22,5612;27,0343;2,22213;0,00675581;-4,46;-4,15223;+
P91129(451);21,9917;20,7443;20,6397;21,5686;21,9013;22,5046;22,8098;22,7534;1,75546;0,0154709;-1,25621;-3,24571;+
P91249(5);27,0208;27,0581;27,7674;27,5169;26,1835;26,6251;25,0757;25,8867;2,01852;0,00984722;1,39809;3,74353;+
P91249(8);22,0161;20,564;20,5367;18,4893;21,1111;21,0708;19,516;20,9318;0,116077;0,687234;-0,255908;-0,312189;
P91269(2);26,6853;25,8061;26,5317;23,9303;25,605;25,9656;22,7265;25,4651;0,351003;0,338346;0,797806;0,816047;
P91277(19);21,4682;20,4794;21,0321;18,9392;20,1645;19,6608;19,6602;18,1416;0,747894;0,124052;1,07295;1,52258;
P91280(26);21,6466;20,3363;18,8116;20,9777;27,7008;26,3937;25,9957;26,0652;3,81362;0,00107813;-6,09577;-8,41426;+
P91297(280);24,1388;26,1629;26,629;24,9127;19,7685;20,1933;18,004;18,9659;3,79124;0,00121673;6,22794;8,33696;+
P91303(66);21,8231;21,2037;20,6596;20,6564;20,5427;20,0011;20,49;20,3241;1,30992;0,0348259;0,746206;2,46199;+
P91303(16);25,7598;25,9086;26,9696;26,6949;20,8824;21,0297;19,5814;21,7445;4,29978;0,00160606;5,52376;10,2557;+
P91303(56);20,3522;20,4359;20,1089;20,957;17,323;21,5354;17,5861;19,452;0,734774;0,12823;1,48936;1,50043;
P91303(37);21,457;18,6133;20,3361;19,8453;20,0395;20,1094;19,1691;17,9794;0,426066;0,277122;0,738554;0,958303;
P91303(46);25,0523;26,1675;26,5149;24,6958;20,1506;20,577;21,144;19,2879;4,00058;0,0010495;5,31774;9,08449;+
P91306(245);19,9405;21,3252;21,6779;21,1096;22,4526;22,2954;22,0114;23,8064;1,60228;0,0200194;-1,62817;-2,96907;+
P91306(28);21,1014;21,3481;21,1991;21,2453;24,2416;22,5475;24,0319;24,3564;3,03905;0,00264384;-2,57085;-6,06176;+
P91306(37);24,4995;25,2859;25,6952;25,9495;18,7316;20,8922;20,361;18,6344;3,90118;0,00122124;5,7027;8,72256;+
P91354(156);23,155;25,3295;25,8605;22,5736;23,2506;23,0107;23,031;23,895;0,516656;0,219488;0,93285;1,12306;
P91359(989);21,4408;20,0148;20,6004;21,6919;24,1465;23,7244;22,8347;24,9567;2,64382;0,00364512;-2,97862;-5,07766;+
P91374(56);20,7977;20,3155;20,8724;21,4095;24,6934;24,7294;24,2074;24,493;5,17091;0,00342857;-3,68205;-14,4995;+
P91374(140);21,6492;20,7364;19,5567;19,6304;21,867;21,1156;19,9926;20,2196;0,251344;0,449916;-0,40556;-0,615868;
P91374(5);22,029;21,4057;20,9261;21,4951;22,283;23,6434;25,1424;22,1904;1,35363;0,0325225;-1,85082;-2,53638;+
P91374(85);21,331;20,9778;20,6406;21,0675;19,9865;20,6523;19,6805;19,8508;2,02507;0,00969686;0,961692;3,75634;+
P91374(93);26,4861;25,8447;25,9209;26,1277;25,3452;25,4118;23,5796;25,5054;1,2421;0,0394572;1,13435;2,34735;+
P91374(153);19,9043;19,5735;19,7598;18,9187;21,0654;20,1868;20,3634;19,6026;1,0702;0,0596226;-0,76546;-2,05984;
P91374(157);19,6128;19,2054;21,165;19,797;21,3868;21,8687;19,9087;18,2612;0,174076;0,567356;-0,411295;-0,448158;
P91374(96);21,7451;20,9687;21,7996;20,6211;20,6612;20,6116;20,9473;19,4912;1,01928;0,0672224;0,855788;1,9752;
P91398(243);24,413;23,118;24,4427;23,6501;18,4495;20,6783;19,7928;19,1019;3,58486;0,00143373;4,40032;7,65251;+
P91423(57);21,2302;21,544;21,8503;20,8346;20,0621;19,3205;18,8235;19,4783;2,93804;0,00311181;1,94368;5,79816;+
P91482(107);21,7263;19,8753;19,4855;20,4613;21,1879;19,9461;19,5078;20,566;0,0487452;0,855731;0,0851197;0,139223;
P91482(323);22,0779;21,1582;19,8283;21,1126;17,9789;19,7701;19,548;20,869;1,03015;0,0655971;1,50279;1,99326;
P91491(5);30,1601;22,7628;23,9641;24,4412;32,1038;31,8702;30,5679;24,2893;0,897562;0,0884349;-4,37574;-1,77298;
P91502(400);20,2327;20,5488;21,5317;20,1538;21,9005;18,9249;18,6808;20,3512;0,346693;0,342004;0,652422;0,807686;
P91502(414);26,9601;25,183;25,9052;26,672;27,2588;28,5804;25,6343;24,1847;0,0816359;0,77047;-0,234455;-0,22609;
P91502(549);21,9212;21,2802;20,9007;21,2207;20,3825;19,7038;19,9677;21,1307;1,47171;0,0258331;1,03451;2,73966;+
P91502(550);20,8627;20,4918;19,5211;20,3364;20,8366;20,028;19,2542;19,1937;0,444267;0,263511;0,474885;0,991943;
P91502(428);21,725;20,7247;20,2544;20,5384;20,4095;19,5598;19,0787;20,1002;1,24693;0,0392009;1,02358;2,35547;+
P91502(571);21,2662;20,4263;21,3234;19,6847;25,7358;25,4598;24,687;26,6953;3,90714;0,00123214;-4,96935;-8,74391;+
P91502(518);21,4492;21,1143;20,3097;21,6896;20,2553;21,275;20,4524;20,6135;0,626773;0,166976;0,491655;1,31614;
P91502(445);21,8464;20,2746;20,1798;22,1513;24,6952;24,2762;22,7138;21,4293;1,26183;0,0382787;-2,1656;-2,3806;+
P91502(447);21,9098;20,5835;18,427;21,3069;19,726;18,1242;19,393;21,2923;0,406559;0,290953;0,922906;0,921905;
P91821(61);21,8453;18,8404;21,3586;21,1384;20,1025;18,651;16,7131;21,3018;0,643063;0,16081;1,60355;1,3442;
P91856(332);21,1225;21,5256;20,721;20,8718;21,2205;18,6972;19,0601;21,2443;0,689435;0,143779;1,0047;1,42353;
P91857(115);24,2538;23,2174;23,0247;24,0883;19,4404;20,675;17,8663;19,4702;3,22157;0,0024739;4,28309;6,56114;+
P91913(49);21,0968;19,5763;20,9913;20,8075;20,0782;21,3056;20,5844;19,1422;0,239895;0,465514;0,34037;0,591816;
P91913(33);24,968;21,7035;23,793;23,2154;20,2992;21,6411;18,7891;20,2278;1,92188;0,0115626;3,18067;3,55698;+
P91913(92);26,8351;27,0838;28,0758;27,752;23,5644;23,3328;24,2114;23,7948;4,42966;0,00194495;3,71083;10,8052;+
P91913(93);26,8351;27,0767;25,6807;26,1081;22,3965;23,3328;23,2856;23,4324;3,76254;0,00117647;3,31336;8,23879;+
P91914(115);18,6432;20,1504;20,6022;19,5007;21,0689;21,0447;18,7194;21,3274;0,502033;0,227348;-0,815952;-1,09689;
P91914(27);20,6194;20,3159;18,4243;20,7412;19,9836;20,1776;17,9112;21,3866;0,0631645;0,815717;0,160437;0,17792;
P91914(93);24,5993;25,6878;24,8045;24,2105;18,3547;20,0292;19,4676;20,7334;3,90957;0,00124887;5,17929;8,75263;+
P91917(281);20,6286;19,2262;20,0434;20,8148;19,7454;20,8388;18,2265;20,827;0,143252;0,628458;0,268854;0,377163;
P91918(97);21,1517;21,1129;20,838;20,719;19,5454;17,5398;18,0582;21,2439;1,16332;0,0476166;1,85853;2,21514;+
P91918(8);24,0285;24,4855;23,5306;22,3095;21,694;18,3445;19,933;19,4605;2,36002;0,00506918;3,73051;4,44232;+
Q02335(259);20,4913;21,0285;21,5745;21,0429;19,2756;20,1113;19,5102;21,0023;1,26494;0,0380506;1,0594;2,38586;+
Q02335(184);21,784;21,4687;20,6473;20,895;22,829;22,5364;20,9024;21,1069;0,53903;0,207515;-0,644949;-1,16284;
Q03206(166);22,9744;22,3297;24,4902;23,4874;19,4973;17,9485;19,8693;19,2399;3,29253;0,0023176;4,1817;6,76374;+
Q03562(244);22,031;19,5594;19,4554;19,5387;21,1331;20,2702;18,929;21,8058;0,170313;0,574727;-0,388371;-0,439633;
Q03564(315);21,7389;20,5094;21,1434;20,7912;21,9467;18,957;20,5149;21,1926;0,229591;0,4784;0,392904;0,569951;
Q03567(241);23,1617;23,4208;23,2043;23,2984;24,3462;22,7439;21,996;24,6428;0,0919743;0,744718;-0,160916;-0,252416;
Q03567(7);27,0431;21,057;21,0831;22,4216;28,5565;27,1956;27,4209;28,1592;1,83698;0,0134229;-4,93185;-3,39668;+
Q03601(834);21,8954;19,9028;21,2914;19,3142;20,365;18,3892;19,0156;18,0647;1,08913;0,0568022;1,6423;2,09136;
Q04833(4605);21,8982;20,6352;20,1266;20,0692;21,6812;19,4431;20,6861;19,7177;0,176303;0,563887;0,300287;0,453188;
Q05036(533);21,0078;21,4859;21,6554;21,2625;19,442;18,5543;19,9584;20,459;2,18026;0,00726415;1,74946;4,06635;+
Q05036(479);20,52;21,0761;19,4832;21,3162;21,0486;21,4707;19,9875;19,6988;0,0277392;0,914856;0,047483;0,0809357;
Q05062(133);21,812;20,9131;19,6744;21,3712;23,2186;25,8048;24,6192;24,1202;2,58065;0,00382906;-3,49803;-4,93148;+
Q05062(144);22,0577;21,2057;20,2706;20,2819;20,4579;18,1394;20,4607;21,4794;0,444045;0,263557;0,819654;0,991534;
Q05062(184);21,8128;20,4626;20,2397;21,7381;21,6471;19,0237;20,5843;19,3854;0,584442;0,185908;0,903171;1,24267;
Q05062(185);21,5654;18,2651;20,9458;20,8626;19,762;19,4384;21,586;19,5808;0,135193;0,644536;0,317937;0,358143;
Q067X2(125);21,3956;21,43;19,822;20,3974;19,5729;18,1841;19,2905;21,359;0,741571;0,126085;1,15961;1,51191;
Q07750(118);22,0452;21,2708;21,8352;21,414;19,6275;21,7706;19,5052;20,7653;1,13991;0,0501199;1,22416;2,17601;
Q07750(31);21,063;21,2061;19,4537;20,1553;19,4467;19,2592;19,6899;21,0717;0,468835;0,247995;0,602683;1,0369;
Q09217(112);21,7494;19,6629;20,5742;20,6943;19,139;20,2102;21,1584;20,0389;0,3935;0,302549;0,533587;0,897326;
Q09236(39);21,4988;19,7649;21,0054;19,6376;19,606;19,7712;18,0633;20,6413;0,648778;0,158747;0,956223;1,35402;
Q09236(45);20,9848;20,1119;21,2945;19,1028;19,4872;20,7434;18,4042;20,7717;0,289588;0,400331;0,521824;0,6945;
Q09236(14);20,1768;21,542;21,0786;20,6544;18,6239;21,5802;19,7521;21,0133;0,373225;0,319721;0,620571;0,858808;
Q09237(795);20,3491;20,2972;20,9373;20,7043;21,4806;18,9117;19,3592;19,3978;0,628584;0,166389;0,784655;1,31926;
Q09237(832);21,2246;20,9655;21,4073;20,7754;20,3995;19,818;20,1727;18,2589;1,53327;0,0229564;1,43093;2,84716;+
Q09248(67);22,4764;22,048;23,2473;22,7958;18,4489;19,3965;20,1832;20,5994;2,84252;0,00324451;2,98487;5,55677;+
Q09250(74);21,2259;18,7944;20,9622;21,1348;18,3263;21,7281;19,6804;20,6362;0,184253;0,551849;0,436593;0,471032;
Q09269(83);22,2043;22,6724;23,2337;23,5063;23,2435;24,4114;24,792;24,5468;1,61055;0,0195348;-1,34425;-2,98379;+
Q09289(347);23,4707;26,2414;26,9922;26,0298;26,0821;24,8962;24,0096;27,0612;0,0595989;0,825025;0,171242;0,168444;
Q09289(362);30,8394;24,7037;26,774;26,6944;23,3493;23,86;23,8649;24,1672;1,41999;0,0283699;3,4425;2,65017;+
Q09289(338);26,8879;31,6049;31,1391;29,7845;26,6628;25,9846;24,6079;26,8781;1,75363;0,0155831;3,82078;3,24234;+
